id_execucao,sha_commit,mensagem_commit,status,duracao_workflow,lead_time,nome_job,duracao_job,nome_etapa,duracao_etapa,total_testes,falhas_testes,tempo_medio_testes,timestamp
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Análise Estática (Lint),5.0,Instalar flake8,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Análise Estática (Lint),5.0,Executar análise estática,1.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Análise Estática (Lint),5.0,Post Configurar Python 3.11,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Análise Estática (Lint),5.0,Post Baixar código-fonte,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Análise Estática (Lint),5.0,Complete job,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Set up job,1.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Baixar código-fonte,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Configurar Python 3.11,2.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Instalar dependências de desenvolvimento,2.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Executar testes com pytest,3.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Processar resultados dos testes,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Publicar artefatos dos testes,1.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Post Configurar Python 3.11,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Post Baixar código-fonte,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103448062,23efa2cb,ci: configurar jobs em paralelo (lint e test simultaneos),success,16.0,16.0,Executar Testes Automatizados,12.0,Complete job,0.0,16,0,0.1875,2026-06-07T20:09:05Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Set up job,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Baixar código-fonte,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Configurar Python 3.11,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Instalar flake8,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Executar análise estática,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Post Configurar Python 3.11,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Post Baixar código-fonte,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Análise Estática (Lint),6.0,Complete job,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Set up job,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Baixar código-fonte,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Configurar Python 3.11,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Instalar dependências de desenvolvimento,2.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Executar testes com pytest,3.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Processar resultados dos testes,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Publicar artefatos dos testes,1.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Post Configurar Python 3.11,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Post Baixar código-fonte,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103411211,d5e26ad2,ci: reabilitar cache do pip para comparacao de desempenho,success,23.0,23.0,Executar Testes Automatizados,10.0,Complete job,0.0,16,0,0.1875,2026-06-07T20:07:28Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Set up job,0.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Baixar código-fonte,1.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Configurar Python 3.11,0.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Instalar flake8,1.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Executar análise estática,1.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Post Configurar Python 3.11,0.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Post Baixar código-fonte,0.0,16,0,0.25,2026-06-07T20:05:23Z
27103363467,b1b70874,ci: desabilitar cache do pip para medir impacto no tempo de instalacao,success,25.0,25.0,Análise Estática (Lint),6.0,Complete job,0.0,16,0,0.25,2026-06-07T20:05:23Z
